	P0	P1	P2
(-) CASP2	0.01440888930615446	0.02619270178122186	0.08068909788221819
(-) CASP4	0.015502440618201623	0.0359891601262623	0.07454218776341023
(-) CAV2	0.03594135472520615	0.0005399777853979128	0.30969355892168804
(-) CBR1	0.0	0.00961442431671953	0.14823292927745807
(-) CCDC106	0.09855112758643056	0.10658637644689876	0.0
(-) CCDC113	0.030712473024760958	0.08673163588817587	0.3260192606216989
(-) CCDC12	0.11912032198588839	0.0	0.0
(-) CCDC122	0.23891992445941557	0.028727205052220876	0.35331791425056946
(-) CCDC125	0.16207797340126323	0.0	0.032111403166519004
(-) CCDC149	0.012561191930835904	0.183585335502695	0.06185780636796359
(-) CCDC150	0.18307793128376004	0.0	0.06174020414859657
(-) CCDC169	0.2406659469203051	0.31467117223330304	0.13414744983262827
(-) CCDC171	0.277017425285488	0.11136769876284142	0.2755204226526784
(-) CCDC174	0.05646505841654561	0.0028655464884485764	0.03392793569188488
(-) CCDC39	0.17815571605147348	0.05442271425082726	0.30515569809327103
(-) CCDC43	0.0915815140492691	0.027970921131261078	0.029503839385044084
(-) CCDC71L	0.20700866502908724	0.0	0.1775775199434919
(-) CCDC74A	0.06133856879760793	0.22823825995400535	0.103241712874523
(-) CCDC88A	0.02465202440879272	0.15656247812884636	0.0
(-) CCDC91	0.10640852810045434	0.0	0.028770484602164675
(-) CCDC92	0.009742648383611826	0.10845207440721442	0.020861803120711928
(-) CCNA2	0.14900505491414753	0.0	0.0
(-) CCNB2	0.12088481213802804	0.0	0.0
(-) CCNC	0.1075555942196839	0.0	0.0
(-) CCNF	0.2008085106145151	0.0	0.0
(-) CCNJL	0.17326180663990473	0.037651648051760675	0.049515928858686206
(-) CCNO	0.10019363590631289	0.011353570018142993	0.16804001547844288
(-) CCNT1	0.13591380473999873	0.0	0.02173561690019861
(-) CCNT2	0.06894128595883937	0.010742192259290281	0.003608619248933359
(-) CCSER2	0.0	0.11729176226138342	0.01948568480878393
(-) CCZ1	0.015259484722243232	0.045021150075140404	0.11985842467814116
(-) CDC14B	0.0269368703370234	0.06299708413448088	0.04269038705391574
(-) CDC34	0.06044866675302712	0.08919842897580793	0.0
(-) CDC40	0.14377483047784795	0.0	0.0
(-) CDC42EP1	0.05021360824303652	0.059346249915839165	0.0909025491077253
(-) CDC42EP3	0.018229777431934997	0.05959033797134831	0.09236249608005184
(-) CDCA2	0.09879041623972229	0.0	0.0075832864033855115
(-) CDCA7L	0.09867759408865508	0.020803644970642878	0.004284726406975918
(-) CDH11	0.012437567978425802	0.3951281049336643	0.2784315024858671
(-) CDH13	0.08397444879386369	0.217438332101122	0.13578321203631055
(-) CDIPT	0.1751461853815769	0.13732797733414465	0.18696703923559915
(-) CDK14	0.02431073845731557	0.0835004928036086	0.12165189972363306
(-) CDK20	0.032270758560518184	0.0428897321230578	0.15385298353720517
(-) CDKN2C	0.33225448276660785	0.03181037482765068	0.01650890209046113
(-) CELSR1	0.12108045444181695	0.08832056676098429	0.1792495763411332
(-) CENPE	0.13352308355337003	0.0	0.0
(-) CENPF	0.1535636059179488	0.0	0.0
(-) CENPH	0.13035246796081124	0.0	0.0302992605002926
(-) CENPQ	0.16389500655762015	0.0	0.0
(-) CEP104	0.07192355453799072	0.06468238496925792	0.07980913750014258
(-) CEP112	0.040776932769563894	0.180693015513524	0.10839647181295736
(-) CEP152	0.16473833429986523	0.0	0.0
(-) CEP41	0.018564407578365826	0.11267279695714477	0.08838474891095964
(-) CEP57L1	0.20885528088732008	0.05754772796735974	0.0
(-) CERS6	0.038533442096926065	0.0	0.11919482174300375
(-) CHCHD2	0.02114872978700233	0.0	0.1003756061682723
(-) CHFR	0.27883889574825893	0.10199573922754047	0.0
(-) CHID1	0.0	0.09068373688686279	0.055081701104996855
(-) CHMP4A	0.09524298551363877	0.009546519769398111	0.00034212213305408797
(-) CHUK	0.19402038599534177	0.016729793088764853	0.0
(-) CIC	0.01160022418843916	0.11296283573183775	0.01888095462287801
(-) CIRBP	0.0005832206133206284	0.11223554300802384	0.010815583476448407
(-) CKAP2	0.19365521133268473	0.0	0.0
(-) CKS1B	0.13940213749579944	0.0	0.0
(-) CLASP2	0.06945678925450748	0.004052434561368901	0.03756490446892176
(-) CLCC1	0.01968987017351483	0.08384563235790737	0.0
(-) CLCF1	0.07366359916433367	0.14196037224615415	0.015058502861476355
(-) CLCN4	0.09616839944746976	0.1948823405364844	0.05421000005675929
(-) CLDN12	0.0	0.070111394558295	0.11563698076225833
(-) CLDN18	0.31979013946474527	0.23165408315388905	0.22761552814574565
(-) CLIP3	0.02637556375060706	0.22326465272468762	0.10361120418232034
(-) CLMP	0.1043676689828532	0.27298783173205304	0.1436759586734525
(-) CLN3	0.11872209097858097	0.05009952450796025	0.03357243589151142
(-) CLOCK	0.05986854034480089	0.08543272679635297	0.002238826731046326
(-) CLTC	0.01115267577707793	0.0637166816547388	0.034586179785617024
(-) CMBL	0.0	0.11646446612657725	0.2573562323860409
(-) CMTM7	0.06613218228064045	0.10798548966867308	0.14808296557710923
(-) CNKSR3	0.2742435847794045	0.05946637082855287	0.03568175501878917
(-) CNOT7	0.05139372052961226	0.0	0.03844275204690965
(-) CNRIP1	0.0	0.28774368352924184	0.1705255612881021
(-) CNTLN	0.1734830452449888	0.11429583640156651	0.047303099480931796
(-) CNTNAP1	0.04478416690523383	0.15820629274452122	0.01730949946635289
(-) CNTROB	0.10558567960099662	0.0	0.0
(-) COA3	0.1054595980919999	0.0	0.08855597735512642
(-) COG1	0.013042160642662181	0.08565725642943016	0.0697342229644278
(-) COL12A1	0.12734581509845494	0.14823215488162966	0.26039368013700076
(-) COL18A1	0.10397039400965799	0.11890282693547148	0.07076395712285435
(-) COL27A1	0.0	0.04212964821152193	0.26741769874694044
(-) COL4A2	0.033765830095502936	0.1871088261917875	0.01940531135121599
(-) COL4A5	0.11701222778288906	0.07417175176519367	0.14825896931141117
(-) COL5A1	0.0	0.17016140932645252	0.1654848485990638
(-) COL5A2	0.029587207924054698	0.13691908313860224	0.021767737720977506
(-) COL6A1	0.0	0.22804614282561772	0.08681233199403018
(-) COL6A2	0.0	0.23120707254575343	0.061336401531716975
(-) COMMD7	0.0	0.09338956632919905	0.07934757337604095
(-) COMMD9	0.08254422440359625	0.008290251316469155	0.00838399323958125
(-) COPS7A	0.0344557485048959	0.002688851358403321	0.07751809518468886
(-) COQ7	0.07899874826688315	0.0	0.03318697300306372
(-) COX19	0.044579611719658525	0.034823490466636714	0.08904507584677136
(-) CPED1	0.08095954300925517	0.2414465334174088	0.3231156992350809
(-) CPPED1	0.18658243753355955	0.0	0.18711997153286186
(-) CPQ	0.0	0.21419470066654703	0.019326869950944722
(-) CPS1	0.0	0.1150741293303215	0.2532618584703976
(-) CPT1C	0.28627595806942197	0.25053031096399386	0.0
(-) CRBN	0.04080324481555187	0.0	0.05099115083637945
(-) CREB3L2	0.0	0.16386495388395916	0.05553078817066587
(-) CREBBP	0.09904674851172073	0.06770137796479386	0.0
(-) CRTAP	0.0	0.15828054646974882	0.06748996292856323
(-) CRYBG3	0.0	0.008399083212806677	0.11414825695198635
(-) CS	0.12276705802664196	0.0	0.03471723613966367
(-) CSF1	0.05065959042542508	0.2236627585725512	0.02366317739543511
(-) CSPP1	0.1196758008483007	0.0	0.014674897928981747
(-) CTCF	0.13132121774243286	0.0	0.0
(-) CTDSP2	0.0	0.056289905203340714	0.047477925339727965
(-) CTNNBL1	0.12424717666078992	0.01276459204384216	0.16053131631606127
(-) CTSF	0.30338682369508585	0.1383742623401221	0.09593918780410593
(-) CUL5	0.11555158619365008	0.01340821529010521	0.0
(-) CWC22	0.1074304257152955	0.0	0.032366787240826506
(-) CWF19L1	0.138286628150784	0.0	0.0
(-) CXXC5	0.0	0.1865587877419077	0.13568087205128992
(-) CXorf57	0.13016855071669586	0.07956079876650564	0.12155988137980409
(-) CYB561	0.09886310253101505	0.04087794181687984	0.10945288642539176
(-) CYB5A	0.19744728421744967	0.02414326144884219	0.0
(-) CYLD	0.07436998920231525	0.14441230400222493	0.2306015684140283
(-) CYP2R1	0.15920341964665854	0.004688149008724521	0.23762473972410297
(-) CYP4V2	0.03498078432786558	0.08126546578658798	0.13721910311642668
(-) CYP51A1	0.09571195210159911	0.06409166604072467	0.033145346366272935
(-) CYTH2	0.058007912442442494	0.031475928643688776	0.02532743840496514
(-) DCP1B	0.0	0.1961914343950666	0.0
(-) DCUN1D3	0.0	0.039981592441193085	0.10336977585304201
(-) DDO	0.09367159941491104	0.21675263317336088	0.0971827625796364
(-) DDR2	0.0	0.24340191132159922	0.02866264696316713
(-) DDRGK1	0.10268869568997638	0.013434683877753517	0.009748500675852508
(-) DDX39B	0.3880407887479271	0.15383910941157758	0.11023903485253363
(-) DDX6	0.08171995115276875	0.04271494462971245	0.026819992466498948
(-) DECR2	0.0	0.05740261305009392	0.09708652189103596
(-) DEK	0.14596037056536962	0.0	0.0
(-) DENND1B	0.0965325416985522	0.020884984368722086	0.11270356115581169
(-) DENND2A	0.22733224155528095	0.20923247552764532	0.08634093419687452
(-) DENND5A	0.0	0.12597733031722852	0.007402253204810411
(-) DENND6B	0.06658571629236779	0.15568901140948022	0.3107064680093363
(-) DEPDC1	0.1594313291586771	0.0	0.0
(-) DERL2	0.06568181035968242	0.0	0.017702185677523952
(-) DGAT2	0.03327467273483618	0.0005023810137180588	0.3804246294117701
(-) DGCR6	0.1730629250665664	0.00794414574003599	0.09602121239224326
(-) DHCR24	0.038133690498389244	0.0	0.10450591577596237
(-) DHCR7	0.08628053961100604	0.0	0.06511665002144698
(-) DHRSX	0.02636830206606885	0.006403627908446123	0.1355124527433892
(-) DHX15	0.10250025402925038	0.0	0.0
(-) DHX38	0.06941381471349743	0.0005601997430441837	0.0005005997128301505
(-) DHX57	0.1101277681475734	0.0	0.07524242020390745
(-) DHX58	0.0	0.191118713981209	0.1420057051529104
(-) DIAPH2	0.18983204985304833	0.0	0.08296549856883544
(-) DIP2A	0.0406380049923809	0.02793397415588344	0.0509893015512137
(-) DIP2C	0.0	0.15688166783664406	0.11040757533504449
(-) DKK3	0.07798902805054052	0.1534894100304751	0.006772730532822372
(-) DLC1	0.0	0.0	0.3213135226405331
(-) DLG4	0.0	0.18457365888971738	0.041738678935438964
(-) DMXL2	0.0	0.16284472088307492	0.02095455891357665
(-) DNAJA1	0.07226674770823965	0.0	0.045898636543354715
(-) DNAJB5	0.02333095562054515	0.158237892643695	0.0
(-) DNAJB6	0.0	0.0709030373497061	0.11235631674266487
(-) DNAJC15	0.11987517780307437	0.14065658974486378	0.12408954447002331
(-) DNAJC22	0.021054764219958624	0.11241945145035812	0.026042019986791978
(-) DNAJC6	0.2534835364636382	0.055680269959383424	0.18446784732853821
(-) DNASE1L2	0.19895043629718648	0.024074905336470467	0.11195078916068259
(-) DNM1	0.16089831209223227	0.2427479809121344	0.04030812183394687
(-) DNTTIP2	0.13228881708817455	0.0	0.0
(-) DOCK10	0.0	0.28887973268192363	0.1590459440443705
(-) DOCK5	0.1155686646673884	0.0	0.4851630226067617
(-) DOCK7	0.006032459421656521	0.10874828051550241	0.004272018916526228
(-) DPP7	0.04582653515310133	0.026693916628358707	0.03176679498811493
(-) DPY19L2	0.19691192526994372	0.22450423086515608	0.06716487194720583
(-) DTL	0.14489950571997678	0.0	0.0
(-) DTNB	0.1469518296733243	0.0	0.033296297369955166
(-) DTWD2	0.09254934305186133	0.043648329463370966	0.12801077043765252
(-) DTX3	0.11211086963080226	0.05338874300119236	0.0
(-) DUS4L	0.030675147674870548	0.056747354464656286	0.1283721443620828
(-) DYM	0.08128014848972383	0.043260402412187274	0.028811083090091293
(-) DYNLL1	0.08792437344751237	0.0	0.039585827863999015
(-) DYNLRB1	0.024145756394107095	0.039962319794412365	0.1023680936729045
(-) DYRK3	0.0	0.17227802387592137	0.08347086934338363
(-) DZIP1	0.0	0.16395763491159313	0.0
(-) DZIP1L	0.010935382328609628	0.16640960548819303	0.00933722225603078
(-) EARS2	0.06149692536854267	0.0	0.07644362354162222
(-) EBF1	0.11324610859603343	0.35591068060492315	0.19329428991345776
(-) ECHDC1	0.04671608245789273	0.0	0.01604702252430628
(-) EDC4	0.10569857504955998	0.0	0.0
(-) EDIL3	0.010721273584324436	0.28948305021954795	0.17251843439487802
(-) EED	0.11136511967125715	0.0	0.012157204437913781
(-) EEF1B2	0.013289303346797348	0.0	0.06296605362119513
(-) EEF2K	0.07398383609520355	0.023172717793537304	0.026331024344075943
(-) EFEMP2	0.08010359521494316	0.26237209210437284	0.11240603796104082
(-) EFNA5	0.03730071342701066	0.0	0.3963825109215787
(-) EHD2	0.0	0.04314721979408741	0.15447353598578742
(-) EIF2B4	0.08338646394079699	0.005717282981259231	0.04278041198572069
(-) EIF3C	0.10628800579272776	0.009226331370698239	0.0010652666576487133
(-) EIF3CL	0.11288035562675955	0.006990948567347047	0.0011076115443294228
(-) EIF4A1	0.0818052871667959	0.0	0.02829037736385196
(-) EIF4G3	0.048903705452548955	0.13969398865284471	0.0
(-) EIF5A2	0.11270153675584997	0.017881990369454665	0.08230112107291142
(-) ELF4	0.11645986902046553	0.0	0.0
(-) ELOVL4	0.21902586390898393	0.0	0.08820697541705058
(-) EMC10	0.12038275632245406	0.03254497868587456	0.10993963389007105
(-) EML2	0.12883820348490185	0.0	0.18527317161596482
(-) EMP3	0.0	0.09168613449669563	0.035881359975006896
(-) ENDOD1	0.08443260028024731	0.036874338678438506	0.04798842592829558
(-) ENG	0.0	0.09055939531231058	0.2668913564072045
(-) ENKD1	0.12473417954277852	0.056133622904681525	0.0
(-) ENO4	0.3417511216355466	0.08093751577687242	0.24729059923689767
(-) ENOPH1	0.1387234907472799	5.656611858481106e-05	0.0029602230763217394
(-) ENOX2	0.124603013778508	0.023540568539918722	0.021884990170062676
(-) ENPP1	0.0004748848296103841	0.2525132081668677	0.12237363857204317
(-) EOGT	0.0658632917860403	0.06893812368276958	0.01796949087358701
(-) ERP29	0.04105956628833651	0.03068885993062363	0.04816842325718677
(-) ESR1	0.4225372265459405	0.055975154537179474	0.45185887319985074
(-) ETS1	0.0	0.0791274133382267	0.07925515844810137
(-) EVI5	0.06478940815636247	0.0342379224356431	0.03740023403973526
(-) EVI5L	0.0	0.14988420278445846	0.044943382710478624
(-) EXO1	0.13704859869257097	0.0	0.0
(-) EXO5	0.24926615204715818	9.832903242779649e-05	0.1577319577804062
(-) EXOC7	0.0	0.12759996201129567	0.03872678976416966
(-) EXT1	0.1459285139524828	0.0	0.2590353949300931
(-) FAF1	0.2989969719970575	0.0	0.042421635607741134
(-) FAHD2B	0.23173194340643738	0.0	0.28186151505924056
(-) FAIM	0.06014253191217746	0.0003945134453642972	0.04922396336182926
(-) FAM104A	0.04496852745864838	0.016167137493573177	0.07239515085028934
(-) FAM107B	0.02163099710083508	0.02911965225407095	0.1339587442659541
(-) FAM114A1	0.0	0.11228431717036465	0.10337612361603221
(-) FAM129A	0.12476715525831912	0.10268631056511386	0.009210873895716672
(-) FAM13A	0.013957658444647145	0.01613545613112959	0.18941123055055478
(-) FAM151B	0.17008479591043504	0.06287464418997923	0.2040438497371405
(-) FAM171A1	0.014958216910906687	0.21149356845253053	0.0443943105676996
(-) FAM196B	0.031457967528953454	0.2766626789438514	0.25925889955972703
(-) FAM199X	0.13272396313634774	0.0	0.03354405664827051
(-) FAM227A	0.14329308415333247	0.1261433015136679	0.32901908561471443
(-) FAM83D	0.08146737636050334	0.0	0.017310681167287338
(-) FAM83G	0.2837400905075648	0.0	0.18024113553860727
(-) FAM89A	0.0	0.0	0.46772678381338234
(-) FANCB	0.19039431039599342	0.0058609886598039096	0.008540408915200573
(-) FANCD2	0.15619320126221714	0.0	0.0
(-) FANCI	0.3290600269758622	0.0	0.008806784247916071
(-) FBLIM1	0.3083767398416241	0.10287600209773093	0.12409028909592834
(-) FBRS	0.03179294334042348	0.11569434573489351	0.0
(-) FBXL2	0.07020496807655692	0.0	0.23198276037984306
(-) FBXL7	0.017254278118409235	0.24625115489820323	0.04192006985369663
(-) FBXO11	0.035752515325051144	0.0	0.04388895104736445
(-) FBXO17	0.031686469968410576	0.14418150943995692	0.05510537239201633
(-) FBXO25	0.02150494925519242	0.0	0.1140293699414582
(-) FBXO27	0.45011657105798947	0.0	0.16594432496261272
(-) FBXO36	0.04876201034803973	0.07737969547365632	0.17507869353932753
(-) FBXO38	0.0	0.09350075783096673	0.05511414001394269
