	42MGBA_CENTRAL_NERVOUS_SYSTEM	8MGBA_CENTRAL_NERVOUS_SYSTEM	A1207_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	LN215_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	LN235_CENTRAL_NERVOUS_SYSTEM	LN319_CENTRAL_NERVOUS_SYSTEM	LN340_CENTRAL_NERVOUS_SYSTEM	LN382_CENTRAL_NERVOUS_SYSTEM	LN428_CENTRAL_NERVOUS_SYSTEM	LN443_CENTRAL_NERVOUS_SYSTEM	LN464_CENTRAL_NERVOUS_SYSTEM	LNZ308_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF767_CENTRAL_NERVOUS_SYSTEM	SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	U343_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM
(-) AC141586.5	0.006192289809732501	0.0283557798369791	0.3798661365789759	0.03177863537587965	0.04137348914443586	0.04823846258173242	0.12909376610605774	0.12596071508592593	0.03504885248054429	0.04262388372796083	0.040963866743991835	0.01959058125821218	0.039169316134735586	0.03981273619287732	0.05322381359988844	0.047347802807253786	0.01586366912749873	0.05740706879701434	0.028458661412471	0.05200527329036859	0.03490860680374918	0.03671358904813642	0.013799040807655151	0.08020631132837813	0.12762989846795564	0.04338031701805406	0.17992084645332979	0.20508932081880607	0.046718848284741085	0.030336403057826446	0.011134592811660213	0.02066217813856992	0.03135847179117765	0.013095965015422732	0.03945054504425186	0.0302320726560878	1.3552176453856615	0.026158913956935294	0.4961946601428416	0.07076083603836003	0.036034424810510675	0.022169640991712376	0.04148408452798223	0.028363697543940938	0.06679950106096627	0.021232804116761227	0.02074001567997835	0.07082795165884435	0.2132848496504683	0.015389404292904444	0.08069673722719986	0.16295726082520579	0.12823966816840704	0.44259101402417533	0.10164764740671312	0.06225313508892019
(-) ACADM	0.0	0.0	0.0	0.42278959983822456	0.0	0.019670802815203333	0.0	0.0	0.007704251203956192	0.09843295867937041	0.0	0.00014043957168167738	0.0	0.0	1.0	0.0	0.0	0.05506909241252751	0.0	0.011073464450450075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034940138247252815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009651468952784707	0.0	0.0	0.0	0.37355478225225947	0.3060415684030058	0.6036509754332773	0.8596116070208002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11383527000938962	0.0	0.0
(-) ACADS	0.0126852135334413	0.0007753584526394862	0.7893407859314221	1.401982953274339	0.037394220715683775	0.11610793385827478	0.0	0.0	0.019513449512474763	0.05398751848845972	0.004221446080379833	0.005965798795281684	0.02564913338850843	0.0	4.696054394826661e-05	0.12239278381672522	0.004254859844036547	0.0	0.015881947256772853	0.0	0.3431335508450477	0.0033069123424601258	0.0	0.0012288777308603258	0.003735600083991036	0.0021212826443369336	0.0006403209483006139	0.004157427017138518	0.004064793118511753	0.0	0.03306874719149139	0.0	0.012951004698955177	0.10175850078639881	0.029834180285987562	1.2104629806672942	2.4866717116487708e-05	0.11918606513913388	0.0	0.10489471324151894	0.0	0.0	0.0022997908247586146	0.0	0.0	0.052475261743028384	0.030898387763956522	0.024607402089103985	0.001002788822881161	0.08435837067866875	0.9459685436930813	0.0	2.0096846552340488e-05	0.0	0.06868849531572511	0.0019204725511179966
(-) ACCS	0.42764785640401215	0.0011828599895951902	0.11856985344153698	0.01874960895279257	0.14316935812722126	0.06053650220695319	0.7899875380676263	0.1902173668601171	0.017929944579687475	1.5727975702684027	0.09543146047291139	0.00789498672411981	0.024259259362067295	0.0	0.0005018857591107148	0.055938105103102494	0.1229489703262067	0.00044580317584225513	0.059869242975487465	0.0	0.00013659501598427585	0.10434755619757242	0.028966617328403395	0.0026415175997593823	0.055045747725561096	0.03196295276062208	1.13555160778165	0.19458386409814177	0.022003138131219378	0.0	0.017777950214175737	0.0042975951649701595	0.14034520442903103	0.024950026575122398	0.06188304366723176	1.9153299460399293	0.005563281979857222	1.8218621264687522	0.03939655147034101	0.35532156499167233	0.032117596925852004	0.0	0.0	0.008390169041179181	0.06988327639332856	0.008028408418805586	0.09498120597615117	0.20678001695764414	0.32302165016011003	0.13981972256404818	0.0	0.10495738203414628	0.0035780527048853835	0.0021529614918630265	0.007110757862102178	0.013216118039246202
(-) ACTG1	0.0	0.008166954941701004	0.0	0.0	0.01830025826814086	0.0	0.0	0.0	0.0	0.0	0.0	0.008939012875773927	0.00031945613370504354	0.05518256301330151	1.0	0.0	0.0	0.6285715188726149	1.2429226079387232e-05	0.2293860659630932	0.0	0.0	0.0	0.26964063633256036	0.0	0.0	0.0	0.0	0.0	0.6132946940785329	0.004074044097542623	0.08863895483280063	0.00249948978928705	0.0	0.03400437426942012	0.01830025826814086	0.34091593184181185	0.0	0.03744415413764969	0.0	0.0	0.0	0.0	0.762074848561401	0.0	0.0	0.0009509607410885302	0.0	0.0	0.09570664729357818	0.0006368293063132124	0.0	0.06662901425334222	0.0	0.024771026041684532	0.13317205061248275
(-) ACTR3B	0.6170529293013359	0.0	0.03461652111093245	0.14552367587646073	0.003595899661626414	0.0	0.8656814198513763	0.0	0.0	0.0	0.025712183060780183	0.0	1.1163564104645143	5.90855015068272e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004972711802005344	0.0	0.0	0.28308981114302706	0.00040630567611612655	0.0	0.0	0.15943491708363264	0.19352933457932633	0.0007541310525062157	0.0	0.0	0.22799013944683166	0.132254052659039	0.0	0.08245322864885758	0.0	0.006358594829143104	0.0	0.010492166938828243	0.0	0.0	0.0	0.0	3.540704231909789e-05	0.0	0.1499688937760602	0.24868236409304809	0.0	0.0	0.00011773902719281544	0.0	0.0
(-) ACTR6	0.3921921881322222	0.0	0.0	0.0007029342218725788	0.0	0.0	0.08771906704195563	0.0	0.0	0.0014028632526758699	0.0	0.0	0.0	0.0	0.019520552494081824	0.3256745279628405	0.011780195097390514	0.0	0.0	0.0	0.0	0.013379942709290283	0.0	2.565783311604995e-05	0.0	0.2259542113960224	0.0	0.0	0.0	0.0	0.0	0.003056456229933725	0.0	0.0	0.1559021873114876	0.0	0.0	0.0	0.0	0.3549829829325036	0.023812406630074476	0.42983535985681764	0.38470887086344957	0.0	0.048887885060541446	0.0	0.0	0.15209564423517083	0.0010929005146222775	0.0	0.0	0.0	0.9418472728195222	1.0049731377514666	0.0	0.0
(-) ADAM32	0.2135041126238923	0.6948247641877816	0.4955090871414654	0.6474419773298417	0.26548728768322377	0.28664629055465146	0.2990988673932519	0.563296673627189	0.2490162528141667	0.4163044889262321	0.2636732972833234	0.2369167316685179	0.3144738387034542	0.42202750963021407	0.38889817064115517	0.2976246100623665	0.25333430442183646	0.2833729157974055	0.1977790042052265	1.7022095769850525	0.25783047301267237	1.160974720372009	0.8230317708387471	0.2868335933730795	0.3019012792611771	0.4094133336012634	0.15651056244217204	0.4041379568659558	0.2872280277424624	0.46696384628448995	0.24679959836143092	1.3339548861208816	0.27147780929533116	0.1823728041483098	0.5893093154090561	0.7238663139049982	0.4639847284773825	0.3980223761990696	0.7861316271222275	0.28700665975831663	0.25103718396700847	1.594014989763925	0.7862873311603539	0.28598523982011687	0.743304969857393	0.391139440182347	0.26386249962414376	0.7029737088806554	0.26928591040021743	0.30566862202554174	0.2836942961483642	0.20381254153826323	0.23482440028602003	0.229739760408081	0.09403773164729644	0.3643674881734786
(-) ADAMTS12	0.0	0.0	0.0	0.003141657930193089	0.02240112078842879	0.0	1.667960089497913	0.0	0.0	0.0	0.04905438627400545	0.00405403472958501	0.0	0.05272120123574103	0.0	0.0	1.5943883615100494	0.0	1.4013135093342672	0.0	0.0	0.01084713379241564	0.012756789582021661	0.0	0.018468769776530634	0.0	1.7251882886775392	0.11320598896129422	0.24586749331953947	0.03143720577370207	0.2849152485924464	1.7755207534897017	1.4200170590915537	0.0	0.0025156334997245722	0.0	0.0	1.0363211688146876	1.610468392890167	7.28462069618306e-06	7.28462069618306e-06	1.7873699296355232	0.0	1.8789299208275532	0.4953054151765107	0.0	0.0	0.0	0.0	0.11461276683404065	0.002208902058860758	0.2070567010876354	0.0	0.0	0.0	0.03903303511389604
(-) ADAMTSL5	0.0154744385670242	0.007902961807026383	0.0070173988915872045	0.0005215732960685809	0.8913816395396272	0.9906960444934194	0.8298357138502375	0.021580639396184487	0.030065894322104617	0.0982308974729883	0.013109511688993186	0.23761662660352906	0.04591073999690513	0.021094657849546204	0.0020061392256151426	0.21248994465474602	0.2263098118480698	0.007137486807261447	0.15032252858838374	0.1639282996741751	0.0	1.624269640284647	0.015222872027532005	1.5333957175145652	0.0862445809465741	0.5808598880493681	0.005775553681903308	0.01971325852909228	0.024032843882350052	0.0	1.3539293601936306	0.01815144145278969	0.014105586504523268	0.009900840857084729	0.0075822923378206265	0.00010205541527592557	0.01791432973351602	0.15717333694389787	0.0	0.051820709040434954	0.07336192250935472	0.0013345768387753362	0.18505867605919923	0.12049165379351919	0.0	1.4618049467747756	0.47365543910741353	0.011566220090881157	1.7872106127115042	0.050578635508187794	0.019305246935477766	0.10723212513182803	0.12586560928451607	1.3066921618094867	0.029745386786472063	0.11739000390780353
(-) ADCY3	0.04842447589435343	0.9528505691739049	0.0	0.0	0.0	0.129912061860618	0.0	0.06623265730705048	6.286455068710627e-06	0.0	0.232024078221063	0.024865937848658187	0.0	0.030506135172277706	0.0	0.0	0.14591525081269105	0.25345758365843896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027605019300140022	0.0	0.014996292390591193	0.0009149371562114648	0.0	3.2069770849167444e-05	0.0	0.46867889495243414	0.08952897553217767	0.0	0.0	0.026905104979214355	0.0	0.029765603953240027	0.12835490636572947	0.026215300228775322	0.013544565793578758	1.01539289441718	0.0	0.0010210845440031054	0.0	0.0	0.0	0.0	0.0011336133513185737	0.0	0.0	0.09759835099852886	0.16437665277835636	0.08306116813600124	0.0
(-) ADORA2B	0.0	0.01867613669383197	0.0	0.10981857391522974	0.0	0.0	0.0	0.0	0.39272605652881715	0.0	0.0	0.008724498163328796	0.0	1.2437875882020886	0.044479128330691946	0.0	0.0926357899288169	0.0	0.30802445244885535	0.0	0.4294096414163745	0.1813160119048656	0.0	0.006532186229255961	-0.0	0.0	0.0008440605048002949	0.0	0.0	0.0	0.0	0.7634087903231144	0.01867613669383197	0.03713453080830118	0.0	0.0	0.0	4.829982519762337e-05	0.0	0.060100392882007726	0.0	0.048410685189010864	0.07181931057219708	0.1347789172652883	0.08989960431629394	0.0	0.0	0.0	0.0	0.0	0.6855546314827983	0.0	0.0	0.0	0.6678311160850151	0.019284245810096527
(-) AFF3	0.5909914557908947	0.5778856263987326	0.000582898816015469	0.15923927306058666	0.1397646886885926	0.00547482618259417	0.013784413438157566	0.023688381546349255	0.0002168388421998051	0.0	1.5634648375123623	0.058388557427319264	1.4179110173028133	0.0	0.6227710647714876	0.010923549246468437	0.06441543016716073	0.020130773128535454	0.07625165278975628	0.14964857657933978	0.035890226485840115	0.051779063819431405	0.7136375956086694	1.1032341602524929	0.06374223131317916	0.5680594951830769	0.036329860487621636	0.18753540665489565	2.9550321855758336e-06	0.04327008747626373	1.8825411021934952	0.17532627745243165	1.9213568334818265	0.0004657917060453803	0.1502410606939235	0.5858654480270713	1.4765458497826203	0.08588110954998833	1.6265392955283393	0.001208730090905368	0.07085848822329924	0.11963022497556419	6.162216056501361e-05	6.401129170735244e-06	0.05145617457316856	0.0529439454274001	0.1194740980001578	0.0348765659158932	1.052331667011891	0.0014147368589320821	0.20271002936418991	0.13084823516489127	0.0012912251214123505	0.0006646874005817474	0.0	0.0008146539055437584
(-) AGAP9	0.004581792709908913	0.012938807805294527	0.49959886229691247	0.019619751585225824	0.1834986389665359	0.021098469281579452	0.03631734769640086	1.6518600364488754	0.02303738409072317	0.04004378298544773	0.00046934814752285165	0.2660768752869107	1.348198323941441	0.07646459380580033	0.004164578844161326	0.6614115969229739	0.001555957431044809	0.14770813056479273	0.06444379910433501	0.0	0.07136178872153623	0.09151167870851848	0.01750672177779054	0.004643269650760678	0.049936010487187106	0.030026209686215544	0.291595553998738	0.024426202343045208	0.011769693993950078	0.0	0.573086215406712	0.005875293891565456	0.01093983457945284	0.037239439352535486	0.020167913464449044	0.0302320726560878	0.22785437976006892	0.0067695190504839615	0.1499905766535758	0.5067741738162979	0.045442633480262125	0.09761152302808918	0.23398304884530952	0.04472833794571066	0.07007077584856941	0.27330607069750057	0.03270302819162637	0.03669823653912523	0.02909221045909898	0.01469060143521389	0.024721638575270006	0.016847373939463464	0.0028910448951835416	0.006203013844090607	0.032099595439402266	0.42407133233560135
(-) AGPAT2	0.0	0.17736502163822354	0.0	0.0	0.0	0.001345696791011461	0.0	0.0	0.049883491375802946	0.0	0.0008017842128072196	0.15078373882029736	0.0	0.0	0.0	0.0035315475669461293	0.0	0.0	0.5592147914975133	0.0	0.00203785277051712	0.06392431694291419	0.056713231197898624	0.0	0.0005193706959404766	0.00463739086865634	0.0	0.0	0.0	0.0	0.03628313177573963	0.0068388318092293945	8.367396733686214e-05	0.07941697524727634	0.0	0.0	0.0	0.0	0.0	0.000966881121234748	0.0	0.0	0.0	0.02112061138164529	0.0	0.0	0.0	0.0	0.0	0.1752855419020478	0.1032525983991134	0.0	0.06995555402619086	1.0564210457168635	0.1548044432958104	0.0
(-) AHR	0.0	0.026776071863705973	0.13103871597050423	1.6743757306716356	0.2932296033559504	0.3450000638400175	0.0	1.4461704179108938	0.3565713013451738	0.0	1.5946634986794548	0.0	0.04811744936138484	0.0	0.0	0.0	0.26498324435685083	0.0	0.10636989060679203	0.0335656847493315	1.526909764252428	0.003441936075094406	0.000837358782372554	1.7151501641042115	0.0	0.44733329976946207	0.1985991737297724	0.29360360261303176	0.0	0.0	0.0009128627091188296	0.05552603530125425	0.0	0.017011524558321434	0.0069635578902277635	0.036047818463709455	0.07760184178650073	4.146449618300838e-05	0.4911434566758589	0.005358713149506033	0.8663656220251709	0.009202643712045853	0.0	1.47582565478237	0.18756887451245627	0.0	0.02153816738140031	0.0	0.33943847781066155	0.0	0.014058152922992923	1.545730296871688	0.1260788829038105	0.0	0.0	0.0
(-) AIDA	0.0	0.11627736007720689	0.0	0.0	0.0	0.0	0.0	0.1596890706720793	0.0	0.0	0.0	0.0	0.0	0.0036439838775536963	0.0	0.017849286765165118	0.0	0.0007111190977105314	0.0	0.0	0.0	0.0	0.32043030206103523	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.099710748079793e-05	0.0	0.0	0.04049244553501222	0.0	0.0	0.006666723333336688	0.7620302819182915	0.0	0.2157669686990055	0.4614036821631639	0.2825572601769437	0.02176870873987436	0.0	0.0	0.003969546323893432	0.13622258398119402	0.0	0.0	0.0	0.015011352507373996	0.0	0.0	0.0	0.0
